season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2025,03/15/2025,1,Auburn,28-4,28,4,16.2,1,120,1,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,2,Alabama,25-7,25,7,15.8,2,178,2,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,3,Arizona,22-11,22,11,14.3,3,221,3,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,4,Kentucky,22-11,22,11,14.2,3,201,4,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,5,Houston,29-4,29,4,14.1,1,175,5,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,6,Tennessee,26-6,26,6,13.8,3,193,6,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,7,Kansas,21-12,21,12,13.7,3,197,7,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,8,Florida,28-4,28,4,13.4,4,126,9,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,9,Baylor,19-14,19,14,13.4,1,13,8,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,10,Illinois,21-12,21,12,13.3,6,296,10,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,11,Purdue,22-11,22,11,13.1,3,181,12,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,12,Texas A&M,22-10,22,10,13.1,8,52,11,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,13,Iowa St,24-9,24,9,13.0,5,307,13,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,14,Mississippi,22-11,22,11,12.8,11,268,15,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,15,Duke,30-3,30,3,12.8,2,199,14,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,16,Texas Tech,25-8,25,8,12.5,15,303,16,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,17,Michigan St,27-5,27,5,12.2,16,258,17,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,18,Wisconsin,25-8,25,8,12.1,14,269,20,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,19,Ohio St,17-15,17,15,12.0,4,34,18,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,20,Missouri,22-11,22,11,12.0,16,152,21,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,21,Mississippi St,21-12,21,12,12.0,16,289,19,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,22,Michigan,23-9,23,9,11.9,14,222,23,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,23,UCLA,22-10,22,10,11.7,17,217,22,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,24,Marquette,23-10,23,10,11.6,7,226,26,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,25,North Carolina,22-13,22,13,11.6,3,205,31,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,26,BYU,24-9,24,9,11.6,23,338,28,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,27,Oregon,24-9,24,9,11.6,15,217,27,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,28,Maryland,25-7,25,7,11.5,22,334,29,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,29,Georgia,20-12,20,12,11.4,23,299,24,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,30,Oklahoma,20-13,20,13,11.4,25,359,25,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,31,Texas,19-15,19,15,11.3,15,55,33,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,32,West Virginia,19-13,19,13,11.2,11,252,30,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,33,Arkansas,20-13,20,13,11.1,15,123,32,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,34,Arizona St,13-19,13,19,11.0,17,234,34,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,35,Indiana,19-13,19,13,10.8,22,319,35,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,36,UConn,23-10,23,10,10.6,5,253,37,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,37,Cincinnati,18-15,18,15,10.5,16,278,36,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,38,Creighton,24-9,24,9,10.4,14,335,39,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,39,Northwestern,17-16,17,16,10.2,28,231,38,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,40,St John's,29-4,29,4,10.1,17,238,44,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,41,Kansas St,16-17,16,17,10.0,38,300,41,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,42,Vanderbilt,20-12,20,12,10.0,39,350,40,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,43,Iowa,17-16,17,16,10.0,30,288,42,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,44,Nebraska,17-14,17,14,9.8,33,304,43,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,45,Colorado,14-20,14,20,9.8,36,285,45,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,46,Rutgers,15-17,15,17,9.7,32,283,46,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,47,TCU,16-16,16,16,9.7,38,280,48,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,48,South Carolina,12-20,12,20,9.7,42,206,47,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,49,Louisville,27-6,27,6,9.6,14,238,53,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,50,Xavier,21-11,21,11,9.5,29,326,49,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,51,UCF,17-16,17,16,9.5,16,85,50,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,52,USC,16-17,16,17,9.4,48,251,51,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,53,LSU,14-18,14,18,9.4,26,291,52,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,54,Clemson,27-6,27,6,9.0,26,314,58,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,55,Butler,14-19,14,19,8.9,29,248,55,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,56,Utah,16-16,16,16,8.9,54,356,54,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,57,Penn St,16-15,16,15,8.9,44,318,56,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,58,Gonzaga,25-8,25,8,8.7,4,60,57,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,59,Villanova,19-14,19,14,8.6,36,220,59,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,60,Pittsburgh,17-15,17,15,8.4,14,246,60,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,61,Oklahoma St,15-17,15,17,8.3,43,286,61,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,62,Minnesota,15-17,15,17,8.3,60,239,62,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,63,Wake Forest,21-11,21,11,8.0,31,302,63,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,64,Providence,12-20,12,20,7.6,47,352,65,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,65,Washington,13-18,13,18,7.6,37,173,64,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,66,San Diego St,21-9,21,9,7.0,8,270,66,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,67,SMU,23-10,23,10,6.9,49,322,67,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,68,Notre Dame,15-18,15,18,6.6,37,352,68,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,69,Syracuse,14-19,14,19,6.6,42,303,69,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,70,Virginia,15-17,15,17,6.5,25,336,70,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,71,Georgetown,17-15,17,15,6.3,69,316,72,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,72,Saint Mary's,28-5,28,5,6.3,43,135,73,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,73,New Mexico,26-7,26,7,6.2,12,177,75,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,74,Memphis,27-5,27,5,6.2,7,83,71,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,75,DePaul,14-19,14,19,6.1,73,346,74,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,76,Florida St,17-15,17,15,6.0,63,197,76,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,77,NC State,12-19,12,19,5.9,49,316,77,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,78,Seton Hall,7-25,7,25,5.9,60,189,78,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,79,Stanford,20-13,20,13,5.9,76,306,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,80,Georgia Tech,17-16,17,16,5.9,72,330,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,81,Boise St,24-9,24,9,5.7,23,190,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,82,Colorado St,24-9,24,9,5.7,66,315,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,83,Utah St,26-7,26,7,5.5,45,306,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,84,California,14-19,14,19,5.2,62,293,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,85,Virginia Tech,13-19,13,19,5.0,74,323,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,86,Dayton,22-10,22,10,4.7,22,310,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,87,Miami,7-24,7,24,4.7,46,362,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,88,Nevada,17-16,17,16,4.6,28,118,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,89,Santa Clara,20-12,20,12,4.5,32,105,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,90,San Francisco,24-9,24,9,4.3,38,302,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,91,UNLV,18-15,18,15,4.2,65,242,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,92,VCU,26-6,26,6,3.5,41,244,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,93,Boston College,12-19,12,19,3.3,81,259,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,94,Washington St,19-14,19,14,2.8,54,214,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,95,Saint Joseph's,22-11,22,11,2.6,45,212,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,96,Saint Louis,19-14,19,14,2.3,55,251,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
2025,03/15/2025,97,Florida Atlantic,18-15,18,15,2.0,26,210,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2025
