season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2019,03/15/2019,1,Duke,27-5,27,5,14.2,1,31,1,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,2,North Carolina,27-5,27,5,13.3,2,82,2,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,3,Virginia,29-2,29,2,13.2,2,263,3,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,4,Michigan St,25-6,25,6,12.1,1,20,4,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,5,Kansas,24-8,24,8,12.0,2,20,5,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,6,Louisville,20-13,20,13,11.8,6,312,7,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,7,Purdue,23-8,23,8,11.7,2,254,6,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,8,Kentucky,26-5,26,5,11.5,1,69,8,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,9,Wisconsin,22-9,22,9,11.5,3,302,9,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,10,Michigan,26-5,26,5,11.2,7,253,10,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
2019,03/15/2019,11,Virginia Tech,24-8,24,8,10.8,7,286,11,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2019
