season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2014,03/15/2014,28,Baylor,24-10,24,10,7.6,13,105,30,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,29,Maryland,17-15,17,15,7.6,14,86,27,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,30,Indiana,17-15,17,15,7.6,18,292,29,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,31,UConn,26-7,26,7,7.6,9,89,35,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,32,Providence,22-11,22,11,7.6,24,226,28,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,33,UCLA,25-8,25,8,7.6,18,226,33,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,34,Texas,23-10,23,10,7.4,21,255,34,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,35,Pittsburgh,25-8,25,8,7.4,20,283,38,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,36,Arizona St,21-11,21,11,7.4,26,332,32,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,37,Colorado,23-11,23,11,7.3,22,129,42,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,38,Oregon,23-9,23,9,7.2,20,122,36,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,39,West Virginia,17-15,17,15,7.2,30,250,37,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,40,St John's,20-12,20,12,7.1,2,140,39,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,41,Memphis,23-9,23,9,7.1,1,310,40,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,42,Tennessee,21-11,21,11,7.0,6,81,41,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,43,Cincinnati,27-6,27,6,6.9,21,270,50,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,44,California,19-13,19,13,6.8,18,295,43,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,45,Kansas St,20-12,20,12,6.8,42,235,45,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,46,Penn St,15-17,15,17,6.8,44,230,44,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,47,Purdue,15-17,15,17,6.7,43,335,46,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,48,Boston College,8-24,8,24,6.7,10,63,47,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,49,Alabama,13-19,13,19,6.6,21,163,48,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,50,Texas Tech,14-18,14,18,6.6,47,323,49,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,51,Northwestern,14-19,14,19,6.5,47,322,52,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,52,Clemson,20-12,20,12,6.4,45,317,54,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,53,Butler,14-17,14,17,6.3,33,343,51,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,54,Notre Dame,15-17,15,17,6.2,28,320,53,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,55,NC State,21-12,21,12,6.0,43,264,59,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,56,Missouri,22-11,22,11,5.9,33,291,63,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,57,Utah,21-11,21,11,5.9,55,349,55,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,58,LSU,19-13,19,13,5.9,15,146,61,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,59,Arkansas,21-11,21,11,5.8,10,330,56,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,60,DePaul,12-21,12,21,5.8,55,332,57,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,61,VCU,25-7,25,7,5.8,7,262,58,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,62,Seton Hall,17-17,17,17,5.7,62,238,62,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,63,SMU,23-9,23,9,5.6,26,238,60,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,64,San Diego St,29-3,29,3,5.4,14,325,65,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,65,UMass,24-8,24,8,5.4,13,92,67,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,66,Wake Forest,17-16,17,16,5.4,64,343,64,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,67,Georgia Tech,16-17,16,17,5.3,55,315,66,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,68,Miami,17-16,17,16,5.3,57,262,68,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,69,BYU,23-11,23,11,5.2,6,134,69,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,70,Oregon St,16-15,16,15,5.2,64,266,70,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,71,New Mexico,26-6,26,6,5.1,16,334,71,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,72,G Washington,24-7,24,7,5.1,47,311,74,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,73,South Carolina,14-20,14,20,5.0,13,315,77,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,74,Washington,17-15,17,15,5.0,54,253,72,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,75,USC,11-21,11,21,4.9,35,275,73,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,76,Temple,9-22,9,22,4.8,45,123,76,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,77,Vanderbilt,15-16,15,16,4.8,48,256,75,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,78,Mississippi,19-14,19,14,4.7,50,282,78,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,79,Saint Joseph's,22-9,22,9,4.7,26,129,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,80,Gonzaga,28-6,28,6,4.6,14,211,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,81,Georgia,19-12,19,12,4.4,78,252,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,82,Saint Louis,26-6,26,6,4.3,29,261,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,83,Dayton,23-10,23,10,4.2,18,292,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,84,La Salle,15-16,15,16,4.2,58,209,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,85,Richmond,19-14,19,14,4.1,30,153,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,86,Washington St,10-21,10,21,3.9,85,321,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,87,Virginia Tech,9-22,9,22,3.8,86,232,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,88,George Mason,11-20,11,20,3.7,75,282,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,89,Boise St,21-13,21,13,3.7,37,335,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,90,St Bonaventure,18-14,18,14,3.5,86,330,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,91,Auburn,14-16,14,16,3.2,88,345,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,92,UNLV,20-13,20,13,3.0,61,285,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,93,Saint Mary's,22-11,22,11,2.8,37,139,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,94,Rhode Island,14-18,14,18,2.8,91,310,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,95,Wichita St,34-0,34,0,2.7,23,293,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,96,TCU,9-22,9,22,2.7,56,333,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,97,Fresno St,17-16,17,16,2.7,18,173,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,98,UCF,13-18,13,18,2.6,98,335,98,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,99,Houston,17-16,17,16,2.6,98,325,103,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,100,Nevada,15-17,15,17,2.5,65,196,99,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,101,N Iowa,16-15,16,15,2.5,25,140,100,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,102,San Francisco,21-11,21,11,2.4,99,330,102,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,103,Texas A&M,17-15,17,15,2.4,99,346,101,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,104,S Florida,12-20,12,20,2.2,96,319,104,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,105,Utah St,18-14,18,14,2.2,52,240,105,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,106,Pacific,15-15,15,15,2.1,74,198,106,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,107,Rutgers,12-21,12,21,2.0,95,297,107,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,108,Loyola Mymt,13-19,13,19,1.9,95,257,108,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,109,Harvard,26-4,26,4,1.7,32,289,109,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,110,Fordham,10-21,10,21,1.6,110,307,110,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,111,Duquesne,13-17,13,17,1.4,110,337,111,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,112,Wyoming,18-14,18,14,1.3,101,313,112,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,113,Oakland,13-20,13,20,1.2,1,127,113,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,114,Iona,22-10,22,10,1.2,17,127,114,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,115,Louisiana Tech,27-6,27,6,1.2,7,161,124,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,116,Portland,15-16,15,16,1.2,42,258,115,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,117,Colorado St,16-16,16,16,1.1,66,321,116,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,118,N Dakota St,25-6,25,6,1.1,18,326,117,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,119,Pepperdine,15-16,15,16,1.0,111,344,118,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,120,Cleveland St,21-11,21,11,1.0,37,147,119,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,121,Delaware,25-9,25,9,1.0,14,123,120,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,122,Santa Clara,14-19,14,19,0.9,122,342,122,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,123,Drexel,16-14,16,14,0.9,6,126,123,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,124,Tulsa,20-12,20,12,0.9,7,157,129,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,125,Green Bay,24-6,24,6,0.8,84,345,125,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,126,Illinois St,16-15,16,15,0.7,3,193,126,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,127,San Diego,16-16,16,16,0.7,127,311,127,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,128,Long Beach St,15-17,15,17,0.7,37,331,121,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,129,Mississippi St,14-19,14,19,0.7,126,348,128,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,130,Southern Miss,27-6,27,6,0.7,22,314,132,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,131,Indiana St,23-10,23,10,0.6,8,271,130,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,132,Denver,16-15,16,15,0.4,1,141,131,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,133,Akron,21-12,21,12,0.3,12,253,133,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,134,Missouri St,20-12,20,12,0.3,107,294,134,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,135,Northeastern,11-21,11,21,0.2,13,142,135,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,136,Cal Poly,12-19,12,19,0.2,6,154,141,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,137,Manhattan,25-7,25,7,0.1,23,156,136,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,138,E Michigan,21-14,21,14,0.1,74,344,137,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,139,Detroit Mercy,13-19,13,19,0.1,77,190,139,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,140,Drake,15-16,15,16,0.1,82,241,138,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,141,Belmont,24-9,24,9,0.0,15,175,140,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,142,UCSB,21-9,21,9,-0.1,20,327,142,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,143,Milwaukee,21-13,21,13,-0.1,83,271,143,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,144,Yale,15-13,15,13,-0.1,40,191,144,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,145,S Illinois,14-19,14,19,-0.2,3,329,145,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,146,Ohio,23-11,23,11,-0.2,20,158,146,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,147,Middle Tenn,24-9,24,9,-0.2,92,252,148,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,148,UTEP,23-10,23,10,-0.3,34,339,147,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,149,Toledo,27-5,27,5,-0.3,113,340,151,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,150,Miami OH,13-18,13,18,-0.4,2,219,149,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,151,Princeton,20-8,20,8,-0.4,81,328,150,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,152,Penn,8-20,8,20,-0.4,86,218,152,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,153,Boston U,24-10,24,10,-0.5,55,222,153,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,154,Bowling Green,12-20,12,20,-0.5,118,345,154,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,155,Valparaiso,18-15,18,15,-0.6,77,264,156,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,156,Evansville,14-19,14,19,-0.6,129,335,157,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,157,Canisius,21-12,21,12,-0.6,100,296,159,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,158,Siena,15-17,15,17,-0.6,71,279,160,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,159,New Mexico St,25-9,25,9,-0.7,27,173,155,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,160,UC Irvine,23-11,23,11,-0.7,62,212,158,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,161,San Jose St,7-24,7,24,-0.8,46,317,161,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,162,Illinois Chicago,6-25,6,25,-0.8,151,334,162,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,163,W Michigan,22-9,22,9,-0.9,95,222,169,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
2014,03/15/2014,164,Columbia,19-12,19,12,-0.9,97,310,163,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2014
