season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2020,03/15/2020,22,Marquette,18-12,18,12,9.8,5,288,22,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,23,Oklahoma St,18-14,18,14,9.6,21,208,23,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,24,Florida St,26-5,26,5,9.4,6,94,25,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,25,Rutgers,20-11,20,11,9.4,25,336,26,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,26,North Carolina,14-19,14,19,9.3,4,145,24,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,27,Iowa St,12-20,12,20,9.3,10,290,27,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,28,Louisville,24-7,24,7,9.2,5,122,28,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,29,Florida,19-12,19,12,9.1,8,220,29,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,30,Oregon,24-7,24,7,8.9,1,108,30,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,31,Kentucky,25-6,25,6,8.8,2,96,33,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,32,Georgetown,15-17,15,17,8.8,14,323,32,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,33,Xavier,19-13,19,13,8.7,27,280,31,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,34,Texas,19-12,19,12,8.7,26,246,34,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,35,Arizona,21-11,21,11,8.5,15,270,36,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,36,Kansas St,11-21,11,21,8.5,35,237,35,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,37,Tennessee,17-14,17,14,8.4,28,301,37,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,38,Georgia Tech,17-14,17,14,8.4,5,76,39,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,39,Providence,19-12,19,12,8.3,36,293,38,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,40,Virginia,23-7,23,7,8.1,12,91,40,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,41,Northwestern,8-23,8,23,8.0,40,322,45,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,42,Miami,15-16,15,16,8.0,14,71,43,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,43,LSU,21-10,21,10,8.0,11,142,42,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,44,Clemson,16-15,16,15,8.0,38,215,41,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,45,Alabama,16-15,16,15,8.0,14,198,44,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,46,NC State,20-12,20,12,7.9,24,212,46,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,47,Auburn,25-6,25,6,7.7,28,107,49,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,48,TCU,16-16,16,16,7.7,47,340,48,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,49,Arizona St,20-11,20,11,7.5,8,126,50,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,50,Syracuse,18-14,18,14,7.5,5,112,58,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,51,Colorado,21-11,21,11,7.5,12,118,47,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,52,St John's,17-15,17,15,7.5,52,330,56,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,53,Missouri,15-16,15,16,7.4,26,270,52,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,54,Gonzaga,31-2,31,2,7.4,7,264,53,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,55,Mississippi St,20-11,20,11,7.4,41,275,54,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,56,Washington,15-17,15,17,7.4,3,120,62,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,57,Nebraska,7-25,7,25,7.4,49,316,57,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,58,Wake Forest,13-18,13,18,7.4,38,139,55,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,59,Arkansas,20-12,20,12,7.3,48,293,51,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,60,Georgia,16-16,16,16,7.3,27,319,60,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,61,DePaul,16-16,16,16,7.2,61,319,63,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,62,Houston,23-8,23,8,7.2,12,339,59,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,63,BYU,24-8,24,8,7.1,6,239,61,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,64,Notre Dame,20-12,20,12,7.0,1,133,64,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,65,Mississippi,15-17,15,17,6.8,24,329,65,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,66,USC,22-9,22,9,6.8,51,289,66,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,67,Pittsburgh,16-17,16,17,6.7,45,158,68,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,68,South Carolina,18-13,18,13,6.7,63,343,70,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,69,Virginia Tech,16-16,16,16,6.7,17,169,67,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,70,Cincinnati,20-10,20,10,6.7,1,100,69,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,71,Utah,16-15,16,15,6.6,51,127,71,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,72,UCLA,19-12,19,12,6.5,65,239,72,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,73,Wichita St,23-8,23,8,6.1,63,310,74,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,74,Stanford,20-12,20,12,6.0,73,301,73,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,75,Texas A&M,16-14,16,14,6.0,53,335,75,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,76,Boston College,13-19,13,19,6.0,50,136,76,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,77,California,14-18,14,18,5.9,75,217,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,78,Memphis,21-10,21,10,5.8,28,293,77,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,79,Dayton,29-2,29,2,5.7,10,286,78,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,80,UConn,19-12,19,12,5.5,30,331,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,81,Oregon St,18-13,18,13,5.5,32,242,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,82,Temple,14-17,14,17,5.4,21,315,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,83,Saint Mary's,26-8,26,8,5.4,21,141,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,84,San Diego St,30-2,30,2,5.2,35,273,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,85,Rhode Island,21-9,21,9,4.9,17,224,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,86,Vanderbilt,11-21,11,21,4.9,85,329,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,87,VCU,18-13,18,13,4.6,21,248,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,88,S Florida,14-17,14,17,4.4,86,337,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,89,Davidson,16-14,16,14,4.3,14,123,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,90,Utah St,26-8,26,8,4.3,30,328,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,91,Tulsa,21-10,21,10,4.1,89,286,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,92,Washington St,16-16,16,16,4.0,92,253,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,93,SMU,19-11,19,11,3.7,91,323,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,94,Richmond,24-7,24,7,3.7,62,257,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,95,Boise St,20-12,20,12,3.6,47,302,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,96,UCF,16-14,16,14,3.4,91,279,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,97,UNLV,17-15,17,15,3.3,33,247,98,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,98,San Francisco,22-12,22,12,3.3,95,306,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,99,Nevada,19-12,19,12,3.0,45,118,99,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,100,Saint Joseph's,6-26,6,26,2.8,22,229,100,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,101,Saint Louis,23-8,23,8,2.7,97,276,101,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,102,UMass,14-17,14,17,2.4,95,281,102,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,103,Tulane,12-18,12,18,2.2,103,352,103,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,104,Pepperdine,16-16,16,16,2.1,54,164,104,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,105,Colorado St,20-12,20,12,2.1,86,271,105,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,106,N Texas,20-11,20,11,1.9,52,314,106,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,107,Yale,23-7,23,7,1.8,23,194,107,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,108,N Iowa,25-6,25,6,1.6,95,269,108,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,109,Duquesne,21-9,21,9,1.6,108,298,109,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,110,Fresno St,11-19,11,19,1.4,2,112,111,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,111,Indiana St,18-12,18,12,1.4,1,146,110,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,112,Missouri St,16-17,16,17,1.3,100,323,112,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,113,W Kentucky,20-10,20,10,1.2,56,306,114,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,114,St Bonaventure,19-12,19,12,1.2,60,228,115,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,115,E Tennessee St,30-4,30,4,1.2,54,298,113,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,116,New Mexico,19-14,19,14,1.2,81,337,116,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,117,NC Greensboro,23-9,23,9,1.1,47,294,117,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,118,San Diego,9-23,9,23,0.9,48,212,119,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,119,Furman,25-7,25,7,0.9,75,221,120,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,120,UT Arlington,14-18,14,18,0.8,25,312,122,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,121,Valparaiso,19-16,19,16,0.8,53,178,121,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,122,Penn,16-11,16,11,0.8,20,134,123,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,123,La Salle,15-15,15,15,0.8,46,213,124,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,124,George Mason,17-15,17,15,0.7,115,314,118,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,125,Loyola Chi,21-11,21,11,0.7,95,274,125,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,126,Harvard,21-8,21,8,0.6,80,293,127,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,127,Loyola Mymt,11-21,11,21,0.6,118,322,126,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,128,E Carolina,11-20,11,20,0.6,127,291,128,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,129,Illinois St,10-21,10,21,0.6,35,178,129,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,130,Akron,24-7,24,7,0.4,118,306,131,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,131,Wyoming,9-24,9,24,0.4,130,303,130,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,132,Louisiana Tech,22-8,22,8,0.4,65,321,132,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,133,Bradley,23-11,23,11,0.4,77,278,133,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,134,Air Force,12-20,12,20,0.3,126,271,135,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,135,Old Dominion,13-19,13,19,0.3,42,161,134,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,136,Buffalo,20-12,20,12,0.2,75,311,138,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,137,Wofford,19-16,19,16,0.2,107,341,136,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,138,Marshall,17-15,17,15,0.2,102,309,139,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,139,Georgia St,19-13,19,13,0.1,32,318,137,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,140,Kent St,20-12,20,12,-0.1,115,344,140,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,141,Toledo,17-15,17,15,-0.1,70,209,143,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,142,S Illinois,16-16,16,16,-0.1,141,325,141,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,143,Ball St,18-13,18,13,-0.1,112,307,142,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,144,Drake,20-14,20,14,-0.2,83,329,144,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,145,Bowling Green,21-10,21,10,-0.2,72,305,146,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,146,Texas St,21-11,21,11,-0.3,127,313,147,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,147,Ohio,17-15,17,15,-0.3,48,234,148,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,148,W Carolina,19-12,19,12,-0.4,26,249,149,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,149,San Jose St,7-24,7,24,-0.4,76,339,150,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,150,Little Rock,21-10,21,10,-0.4,52,214,151,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,151,G Washington,12-20,12,20,-0.4,61,323,145,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,152,Princeton,14-13,14,13,-0.5,21,171,152,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,153,Georgia So,20-13,20,13,-0.5,19,242,159,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,154,Chattanooga,20-13,20,13,-0.5,114,248,154,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,155,Charleston,17-14,17,14,-0.5,60,293,153,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,156,Charlotte,16-13,16,13,-0.6,60,276,155,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,157,App State,18-15,18,15,-0.6,26,251,161,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,158,Pacific,23-10,23,10,-0.8,156,336,156,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,159,C Michigan,14-18,14,18,-0.8,148,351,158,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,160,N Illinois,18-13,18,13,-0.8,27,265,157,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,161,Miami OH,13-19,13,19,-0.8,108,327,160,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,162,E Michigan,16-16,16,16,-0.9,141,353,162,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,163,W Michigan,13-19,13,19,-1.0,163,309,163,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
2020,03/15/2020,164,Evansville,9-23,9,23,-1.1,17,261,164,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2020
