season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2021,03/15/2021,35,Creighton,20-8,20,8,10.1,13,268,34,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,36,Louisville,13-7,13,7,10.0,27,300,35,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,37,Gonzaga,26-0,26,0,10.0,1,89,37,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,38,Notre Dame,11-15,11,15,10.0,1,118,38,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,39,Nebraska,7-20,7,20,9.9,32,308,39,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,40,Duke,13-11,13,11,9.9,5,295,40,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,41,Marquette,13-14,13,14,9.9,11,316,41,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,42,Butler,10-15,10,15,9.9,12,268,42,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,43,Georgia Tech,17-8,17,8,9.8,30,107,43,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,44,Providence,13-13,13,13,9.8,23,299,44,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,45,Arkansas,22-6,22,6,9.5,38,316,45,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,46,Auburn,13-14,13,14,9.4,38,245,46,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,47,Iowa St,2-22,2,22,9.2,40,324,47,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,48,South Carolina,6-15,6,15,9.1,7,111,50,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,49,UCLA,17-9,17,9,9.1,11,76,48,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,50,Syracuse,16-9,16,9,9.1,42,281,49,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,51,USC,22-7,22,7,9.0,22,285,51,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,52,Colorado,22-8,22,8,8.9,15,258,52,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,53,DePaul,5-14,5,14,8.7,37,319,53,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,54,Boston College,4-16,4,16,8.7,1,111,54,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,55,Stanford,14-13,14,13,8.6,4,122,55,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,56,St John's,16-11,16,11,8.4,54,253,56,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,57,Oregon,20-6,20,6,8.3,4,138,57,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,58,Utah,12-13,12,13,8.3,45,214,58,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,59,Arizona St,11-14,11,14,8.2,12,69,59,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,60,NC State,13-10,13,10,8.2,42,302,60,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,61,Washington,5-21,5,21,8.2,1,124,61,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,62,BYU,20-6,20,6,8.0,47,319,64,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,63,Xavier,13-8,13,8,8.0,39,294,62,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,64,Virginia Tech,15-6,15,6,7.9,31,284,65,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,65,Mississippi St,15-14,15,14,7.9,25,117,66,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,66,Vanderbilt,9-16,9,16,7.9,62,283,63,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,67,Miami,10-17,10,17,7.9,39,304,67,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,68,Pittsburgh,10-12,10,12,7.9,54,260,68,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,69,Mississippi,16-11,16,11,7.8,58,322,69,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,70,Arizona,17-9,17,9,7.8,34,305,70,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,71,Oregon St,17-12,17,12,7.7,47,262,71,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,72,Wake Forest,6-16,6,16,7.2,63,344,72,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,73,TCU,12-14,12,14,7.2,62,315,73,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,74,Georgia,14-12,14,12,7.1,72,320,74,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,75,UCF,11-12,11,12,6.8,2,136,75,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,76,Kansas St,9-20,9,20,6.7,55,231,76,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,77,California,9-20,9,20,6.5,50,251,77,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,78,VCU,19-7,19,7,6.5,17,97,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,79,Houston,24-3,24,3,6.3,10,286,78,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,80,St Bonaventure,16-4,16,4,6.2,51,148,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,81,Cincinnati,12-11,12,11,6.1,21,249,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,82,Saint Mary's,14-9,14,9,6.1,27,123,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,83,SMU,11-5,11,5,6.0,64,305,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,84,Rhode Island,10-15,10,15,5.9,17,86,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,85,Memphis,16-8,16,8,5.8,34,103,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,86,Washington St,14-13,14,13,5.7,78,283,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,87,Richmond,13-8,13,8,5.5,29,287,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,88,Dayton,14-9,14,9,5.5,50,222,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,89,San Diego St,23-4,23,4,5.4,29,93,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,90,Texas A&M,8-10,8,10,5.1,75,307,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,91,Saint Louis,14-6,14,6,5.1,43,315,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,92,Wichita St,16-5,16,5,5.0,42,242,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,93,Saint Joseph's,5-15,5,15,4.9,11,188,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,94,Davidson,13-8,13,8,4.9,42,304,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,95,Utah St,20-8,20,8,4.6,34,134,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,96,Boise St,18-8,18,8,4.6,1,126,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,97,Temple,5-11,5,11,4.4,52,259,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,98,Duquesne,9-9,9,9,4.0,79,135,99,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,99,San Francisco,11-14,11,14,4.0,65,257,98,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,100,S Florida,9-13,9,13,3.7,89,325,100,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,101,Tulsa,11-12,11,12,3.6,38,137,101,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,102,Pepperdine,12-12,12,12,3.6,56,167,102,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,103,Nevada,16-10,16,10,3.6,72,255,103,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,104,Loyola Mymt,13-9,13,9,3.5,49,267,104,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,105,N Texas,17-9,17,9,3.3,27,323,105,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,106,Colorado St,18-6,18,6,3.3,85,335,106,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,107,W Kentucky,20-7,20,7,3.2,8,108,107,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,108,Loyola Chi,24-4,24,4,3.0,56,339,108,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,109,Tulane,10-13,10,13,2.6,109,321,109,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,110,Pacific,9-9,9,9,2.6,99,273,110,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,111,UMass,8-7,8,7,2.4,109,223,111,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,112,San Diego,3-11,3,11,2.2,2,175,112,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,113,Fordham,2-12,2,12,2.0,99,265,113,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,114,Indiana St,15-10,15,10,2.0,68,342,114,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,115,La Salle,9-16,9,16,1.9,45,230,115,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,116,E Carolina,8-11,8,11,1.7,112,299,116,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,117,Marshall,15-7,15,7,1.6,94,286,117,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,118,UNLV,12-15,12,15,1.4,51,259,118,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,119,N Iowa,10-15,10,15,1.4,42,122,119,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,120,Toledo,21-8,21,8,1.4,66,248,120,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,121,Ohio,16-7,16,7,1.3,111,322,121,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,122,Louisiana Tech,21-7,21,7,1.3,99,267,122,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,123,Northeastern,10-9,10,9,1.1,39,172,123,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,124,George Mason,13-9,13,9,1.1,117,321,124,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,125,Drake,25-4,25,4,1.0,61,290,125,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,126,Bradley,12-16,12,16,1.0,48,185,126,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,127,Ball St,10-13,10,13,0.9,53,169,127,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,128,Old Dominion,15-8,15,8,0.7,12,164,128,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,129,Buffalo,16-8,16,8,0.7,108,257,129,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,130,Kent St,15-8,15,8,0.6,110,342,130,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,131,Bowling Green,14-11,14,11,0.6,7,238,131,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,132,E Tennessee St,12-12,12,12,0.5,73,245,132,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,133,Akron,15-8,15,8,0.5,125,342,133,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,134,Missouri St,17-7,17,7,0.5,120,343,134,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,135,UTEP,12-12,12,12,0.5,125,342,135,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,136,Valparaiso,10-18,10,18,0.3,64,224,136,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,137,Wyoming,14-11,14,11,0.2,137,333,137,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,138,S Illinois,12-14,12,14,0.1,133,318,138,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,139,Santa Clara,12-8,12,8,0.1,126,305,139,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,140,Fresno St,12-12,12,12,0.1,139,345,140,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,141,Illinois St,7-18,7,18,0.1,6,228,141,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,142,Evansville,9-16,9,16,0.0,13,286,142,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,143,Furman,16-9,16,9,-0.1,68,327,143,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,144,Wofford,15-9,15,9,-0.1,121,340,144,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,145,S Dakota St,16-7,16,7,-0.3,4,146,145,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,146,NC Greensboro,21-8,21,8,-0.7,67,195,146,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,147,Miami OH,12-11,12,11,-0.8,142,297,147,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,148,N Dakota St,15-12,15,12,-0.9,21,176,148,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,149,UC Irvine,18-9,18,9,-0.9,42,227,149,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,150,Air Force,5-20,5,20,-1.0,110,310,150,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,151,Middle Tenn,5-18,5,18,-1.0,150,259,151,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,152,UTSA,15-11,15,11,-1.0,148,328,152,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,153,Charlotte,9-16,9,16,-1.0,131,244,153,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,154,UAB,22-7,22,7,-1.1,118,329,154,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,155,Mercer,18-11,18,11,-1.2,132,332,155,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,156,G Washington,5-12,5,12,-1.2,146,281,156,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,157,Hofstra,13-10,13,10,-1.5,12,240,157,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,158,Oakland,12-18,12,18,-1.6,16,235,158,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,159,E Washington,16-7,16,7,-1.7,18,161,159,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,160,UC Riverside,14-8,14,8,-1.7,74,213,160,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,161,Oral Roberts,16-10,16,10,-1.8,20,270,161,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,162,W Michigan,5-16,5,16,-1.8,8,233,162,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,163,Georgia St,16-6,16,6,-1.8,26,180,163,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
2021,03/15/2021,164,Rice,15-13,15,13,-1.8,160,337,165,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2021
