season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2010,03/15/2010,79,Arkansas,14-18,14,18,12.7,15,292,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,80,Oregon,16-16,16,16,12.7,51,260,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,81,Tulsa,23-11,23,11,12.5,80,319,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,82,DePaul,8-23,8,23,12.4,16,308,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,83,UAB,23-8,23,8,12.4,54,193,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,84,Old Dominion,26-8,26,8,12.4,6,334,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,85,Washington St,16-15,16,15,12.3,61,340,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,86,Oregon St,14-17,14,17,12.1,86,293,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,87,Utah,14-17,14,17,12.1,53,228,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,88,Saint Mary's,26-5,26,5,12.1,13,266,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,89,Rhode Island,23-9,23,9,12.0,56,262,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,90,Houston,19-15,19,15,11.8,62,340,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,91,LSU,11-20,11,20,11.8,37,311,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,92,Nevada,20-12,20,12,11.6,9,273,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,93,Utah St,27-7,27,7,11.5,13,116,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,94,Marshall,23-9,23,9,11.4,60,252,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,95,Charlotte,19-12,19,12,11.4,61,305,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,96,N Iowa,28-4,28,4,11.3,37,147,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,97,Bradley,16-15,16,15,11.1,32,184,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,98,Rutgers,15-17,15,17,11.0,98,347,98,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,99,Northeastern,20-12,20,12,11.0,10,128,99,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,100,Wright St,20-12,20,12,11.0,21,116,100,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,101,Wichita St,25-9,25,9,10.8,99,342,101,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,102,Portland,21-10,21,10,10.8,11,189,102,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,103,Colorado St,16-15,16,15,10.7,43,304,103,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,104,Creighton,16-15,16,15,10.7,25,157,104,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,105,William & Mary,22-10,22,10,10.6,18,239,105,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,106,New Mexico St,22-11,22,11,10.6,1,169,106,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,107,Saint Louis,20-11,20,11,10.4,106,341,107,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,108,UMass,12-20,12,20,10.4,43,327,108,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,109,Indiana St,17-14,17,14,10.3,73,341,109,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,110,Missouri St,20-12,20,12,10.2,103,318,110,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,111,Saint Joseph's,11-20,11,20,10.2,54,285,111,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,112,VCU,22-9,22,9,10.2,55,343,112,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,113,Louisiana Tech,23-10,23,10,10.1,88,288,113,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,114,Miami OH,14-18,14,18,10.1,17,157,114,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,115,TCU,13-19,13,19,9.9,39,263,115,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,116,Southern Miss,20-13,20,13,9.9,105,329,116,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,117,UCF,15-17,15,17,9.8,110,334,117,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,118,Duquesne,16-15,16,15,9.7,107,326,118,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,119,Kent St,23-9,23,9,9.6,58,219,119,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,120,Illinois St,22-10,22,10,9.6,80,332,120,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,121,Long Beach St,17-16,17,16,9.6,7,327,121,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,122,Drake,14-19,14,19,9.6,96,279,122,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,123,G Washington,16-14,16,14,9.6,78,216,123,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,124,St Bonaventure,15-16,15,16,9.5,100,276,124,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,125,S Illinois,15-15,15,15,9.4,47,314,125,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,126,La Salle,12-18,12,18,9.3,61,307,126,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,127,San Diego,11-21,11,21,9.3,38,190,127,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,128,Cleveland St,16-17,16,17,9.2,58,296,128,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,129,Siena,27-6,27,6,9.2,39,295,129,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,130,Idaho,15-16,15,16,9.1,59,204,130,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,131,SMU,14-17,14,17,9.1,33,321,131,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,132,Fresno St,15-18,15,18,9.0,100,283,132,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,133,Weber St,20-10,20,10,9.0,42,157,133,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,134,Cornell,27-4,27,4,8.9,14,137,134,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,135,Tulane,8-22,8,22,8.8,18,193,135,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,136,NC Wilmington,9-22,9,22,8.8,17,304,136,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,137,Drexel,16-16,16,16,8.8,46,243,137,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,138,Milwaukee,20-14,20,14,8.8,120,310,138,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,139,Ohio,21-14,21,14,8.8,57,334,139,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,140,San Jose St,14-17,14,17,8.7,25,346,140,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,141,San Francisco,12-18,12,18,8.7,135,336,141,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,142,Oral Roberts,20-13,20,13,8.6,1,154,142,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,143,George Mason,17-14,17,14,8.6,65,299,143,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,144,Oakland,26-8,26,8,8.3,47,242,144,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,145,IU Indy,24-10,24,10,8.2,86,189,145,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,146,Wofford,26-8,26,8,8.2,14,218,146,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,147,Valparaiso,15-17,15,17,8.1,26,221,147,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,148,Loyola Mymt,18-15,18,15,8.1,67,327,148,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,149,E Carolina,10-21,10,21,8.1,83,317,149,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,150,Pacific,20-11,20,11,8.0,59,226,150,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,151,Wyoming,10-21,10,21,8.0,89,320,151,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,152,Green Bay,21-12,21,12,7.9,50,240,154,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,153,Boise St,15-17,15,17,7.9,70,275,153,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,154,Murray St,30-4,30,4,7.9,17,178,152,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,155,Hofstra,19-14,19,14,7.9,3,243,155,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,156,Portland St,13-19,13,19,7.9,55,190,156,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,157,Detroit Mercy,20-14,20,14,7.9,27,274,158,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,158,Iona,21-10,21,10,7.9,85,317,157,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,159,Evansville,9-21,9,21,7.9,148,347,159,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,160,W Kentucky,21-13,21,13,7.9,67,209,160,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,161,W Michigan,18-15,18,15,7.9,68,222,161,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,162,Illinois Chicago,8-22,8,22,7.9,129,319,162,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,163,Montana,22-9,22,9,7.8,45,326,163,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
2010,03/15/2010,164,Morehead St,23-10,23,10,7.8,6,295,164,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2010
