season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2016,03/15/2016,36,California,23-10,23,10,7.5,22,275,36,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,37,UCLA,15-17,15,17,7.5,10,178,37,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,38,Seton Hall,25-8,25,8,7.4,35,278,38,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,39,Arizona,25-8,25,8,7.3,6,248,39,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,40,Georgetown,15-18,15,18,7.3,3,239,40,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,41,Virginia Tech,19-14,19,14,7.3,37,338,41,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,42,NC State,16-17,16,17,7.2,33,225,42,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,43,Providence,23-10,23,10,7.2,29,228,43,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,44,UConn,24-10,24,10,7.2,6,292,44,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,45,Clemson,17-14,17,14,6.9,31,308,45,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,46,Stanford,15-15,15,15,6.9,17,234,46,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,47,Alabama,18-14,18,14,6.9,17,322,47,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,48,Oregon St,19-12,19,12,6.9,42,329,48,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,49,Cincinnati,22-10,22,10,6.9,11,253,49,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,50,Oklahoma St,12-20,12,20,6.8,38,316,50,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,51,USC,21-12,21,12,6.8,36,247,51,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,52,Arizona St,15-17,15,17,6.7,19,242,52,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,53,Ohio St,20-13,20,13,6.6,28,314,53,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,54,Creighton,18-14,18,14,6.6,47,305,54,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,55,Georgia,19-13,19,13,6.5,51,167,55,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,56,Tennessee,15-19,15,19,6.4,33,249,56,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,57,Washington,18-14,18,14,6.3,15,145,57,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,58,SMU,25-5,25,5,6.2,21,263,58,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,59,Colorado,22-11,22,11,6.1,10,137,59,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,60,LSU,19-14,19,14,6.1,32,334,60,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,61,Arkansas,16-16,16,16,6.0,33,282,61,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,62,Nebraska,16-18,16,18,5.9,47,328,62,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,63,TCU,12-21,12,21,5.8,62,332,63,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,64,Northwestern,20-12,20,12,5.4,64,313,64,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,65,Temple,21-11,21,11,5.4,1,85,65,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,66,Illinois,15-19,15,19,5.3,27,127,66,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,67,Auburn,11-20,11,20,5.2,48,202,67,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,68,Tulsa,20-11,20,11,5.2,45,324,68,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,69,Gonzaga,26-7,26,7,5.1,2,267,69,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,70,Mississippi St,14-17,14,17,5.1,64,227,70,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,71,DePaul,9-22,9,22,5.0,37,190,71,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,72,South Carolina,24-8,24,8,4.8,56,248,72,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,73,VCU,24-10,24,10,4.8,15,319,73,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,74,Mississippi,20-12,20,12,4.7,70,239,74,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,75,Saint Joseph's,27-7,27,7,4.7,35,251,75,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,76,Marquette,20-13,20,13,4.6,55,164,76,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,77,Dayton,25-7,25,7,4.5,9,284,77,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,78,Penn St,16-16,16,16,4.5,69,265,78,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,79,Richmond,16-16,16,16,4.3,15,202,79,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,80,Missouri,10-21,10,21,4.1,72,238,80,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,81,Wichita St,24-8,24,8,3.9,7,270,81,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,82,Memphis,19-15,19,15,3.9,60,283,82,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,83,Minnesota,8-23,8,23,3.7,66,278,83,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,84,G Washington,23-10,23,10,3.7,25,243,84,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,85,Rhode Island,17-15,17,15,3.5,34,235,85,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,86,Davidson,20-12,20,12,3.4,39,301,86,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,87,Washington St,9-22,9,22,3.4,85,349,87,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,88,N Iowa,22-12,22,12,3.3,24,141,88,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,89,Houston,22-9,22,9,2.9,87,351,89,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,90,Boston College,7-25,7,25,2.9,90,338,90,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,91,BYU,23-10,23,10,2.8,46,299,91,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,92,San Diego St,25-9,25,9,2.8,37,141,92,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,93,Long Beach St,20-14,20,14,2.7,21,320,93,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,94,St Bonaventure,22-8,22,8,2.5,85,304,94,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,95,Boise St,20-12,20,12,2.1,23,147,95,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,96,UMass,14-18,14,18,2.1,69,289,96,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,97,St John's,8-24,8,24,2.0,96,321,97,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,98,Yale,22-6,22,6,2.0,11,210,98,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,99,George Mason,11-21,11,21,2.0,45,239,99,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,100,UCSB,18-13,18,13,1.9,9,162,100,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,101,UNLV,18-15,18,15,1.8,38,287,101,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,102,Saint Mary's,27-5,27,5,1.6,97,333,102,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,103,S Florida,8-25,8,25,1.6,100,277,103,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,104,New Mexico,17-15,17,15,1.6,31,265,104,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,105,Princeton,22-6,22,6,1.3,57,279,105,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,106,Valparaiso,26-6,26,6,1.3,18,242,106,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,107,Northeastern,18-15,18,15,1.1,52,170,107,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,108,Illinois St,18-14,18,14,1.0,28,137,108,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,109,Hofstra,24-9,24,9,1.0,55,286,109,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,110,Tulane,12-22,12,22,1.0,109,314,110,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,111,UCF,12-18,12,18,1.0,15,258,111,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,112,Pepperdine,18-13,18,13,1.0,44,144,112,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,113,William & Mary,20-11,20,11,1.0,46,149,113,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,114,E Carolina,12-20,12,20,0.9,104,324,114,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,115,Monmouth,27-7,27,7,0.9,2,172,115,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,116,Oakland,21-11,21,11,0.9,48,186,116,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,117,La Salle,9-22,9,22,0.7,107,323,117,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,118,Saint Louis,11-21,11,21,0.7,116,312,118,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,119,Duquesne,16-16,16,16,0.7,107,337,119,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,120,Buffalo,20-14,20,14,0.7,62,312,121,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,121,Nevada,19-13,19,13,0.7,69,206,120,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,122,Evansville,25-9,25,9,0.6,77,335,122,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,123,Fresno St,25-9,25,9,0.4,113,269,123,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,124,UC Irvine,25-9,25,9,0.4,77,327,124,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,125,Iona,22-10,22,10,0.4,6,143,125,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,126,Indiana St,15-17,15,17,0.3,96,288,126,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,127,Akron,26-8,26,8,0.3,20,245,127,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,128,Utah St,16-15,16,15,0.2,78,312,128,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,129,Drexel,6-25,6,25,0.1,61,245,129,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,130,J Madison,21-11,21,11,0.0,7,209,130,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,131,Rutgers,7-25,7,25,-0.1,130,338,131,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,132,NC Wilmington,25-7,25,7,-0.2,129,329,132,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,133,Charleston,17-14,17,14,-0.2,114,308,133,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,134,Marshall,17-16,17,16,-0.3,4,208,134,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,135,Louisiana,17-14,17,14,-0.3,29,313,135,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,136,Green Bay,23-12,23,12,-0.4,11,173,136,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,137,Little Rock,29-4,29,4,-0.4,118,347,137,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,138,Wyoming,14-18,14,18,-0.4,134,342,138,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,139,Harvard,14-16,14,16,-0.4,40,331,139,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,140,UT Arlington,23-10,23,10,-0.4,12,223,140,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,141,E Michigan,18-15,18,15,-0.5,85,208,141,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,142,Fordham,17-13,17,13,-0.5,113,339,143,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,143,Colorado St,18-16,18,16,-0.5,26,241,142,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,144,Missouri St,13-19,13,19,-0.5,12,192,144,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,145,Oral Roberts,14-17,14,17,-0.5,96,238,145,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,146,Delaware,7-23,7,23,-0.6,123,266,146,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,147,UL Monroe,20-13,20,13,-0.6,73,324,147,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,148,Siena,21-12,21,12,-0.7,1,263,148,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,149,Pacific,8-20,8,20,-0.7,3,200,149,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,150,S Dakota St,26-7,26,7,-0.8,92,315,150,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,151,Old Dominion,22-13,22,13,-0.8,33,259,151,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,152,W Michigan,13-19,13,19,-0.8,77,248,152,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,153,Elon,16-16,16,16,-0.9,84,314,153,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,154,Stony Brook,26-6,26,6,-0.9,12,321,154,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,155,IU Indy,13-19,13,19,-0.9,24,266,155,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,156,Columbia,21-10,21,10,-0.9,45,311,156,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,157,Ohio,21-11,21,11,-0.9,123,278,157,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,158,Cal Poly,10-20,10,20,-1.0,20,238,158,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,159,Loyola Chi,15-17,15,17,-1.0,126,328,159,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,160,Belmont,20-11,20,11,-1.1,31,161,160,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,161,S Illinois,22-10,22,10,-1.2,157,304,161,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,162,Milwaukee,20-13,20,13,-1.2,97,210,162,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,163,Toledo,17-15,17,15,-1.2,133,338,163,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
2016,03/15/2016,164,Vermont,21-13,21,13,-1.2,29,179,164,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2016
